Date,Temp
1981-01-31,17.71290322580645
1981-02-28,17.678571428571427
1981-03-31,13.499999999999998
1981-04-30,12.356666666666664
1981-05-31,9.490322580645161
1981-06-30,7.306666666666668
1981-07-31,7.5774193548387085
1981-08-31,7.2387096774193544
1981-09-30,10.143333333333333
1981-10-31,10.087096774193547
1981-11-30,11.890000000000002
1981-12-31,13.680645161290323
1982-01-31,16.567741935483873
1982-02-28,15.921428571428574
1982-03-31,14.93548387096774
1982-04-30,11.469999999999999
1982-05-31,9.583870967741932
1982-06-30,5.606666666666668
1982-07-31,4.641935483870967
1982-08-31,7.903225806451611
1982-09-30,7.28
1982-10-31,9.54516129032258
1982-11-30,12.486666666666668
1982-12-31,13.75483870967742
1983-01-31,13.180645161290323
1983-02-28,16.807142857142857
1983-03-31,15.777419354838708
1983-04-30,10.596666666666668
1983-05-31,10.116129032258065
1983-06-30,6.6
1983-07-31,6.8903225806451625
1983-08-31,8.706451612903226
1983-09-30,9.21
1983-10-31,10.312903225806451
1983-11-30,11.993333333333334
1983-12-31,14.396774193548387
1984-01-31,14.30967741935484
1984-02-29,14.944827586206896
1984-03-31,12.867741935483872
1984-04-30,10.75
1984-05-31,8.112903225806452
1984-06-30,7.7299999999999995
1984-07-31,5.987096774193548
1984-08-31,8.696774193548388
1984-09-30,8.046666666666665
1984-10-31,10.632258064516131
1984-11-30,12.623333333333337
1984-12-31,12.643333333333334
1985-01-31,14.219354838709675
1985-02-28,14.032142857142862
1985-03-31,15.877419354838711
1985-04-30,12.976666666666668
1985-05-31,9.41935483870968
1985-06-30,7.073333333333333
1985-07-31,6.135483870967743
1985-08-31,7.635483870967742
1985-09-30,8.803333333333333
1985-10-31,10.49032258064516
1985-11-30,13.073333333333332
1985-12-31,14.109677419354838
1986-01-31,13.825806451612904
1986-02-28,14.19642857142857
1986-03-31,14.69032258064516
1986-04-30,11.653333333333332
1986-05-31,10.274193548387096
1986-06-30,7.5266666666666655
1986-07-31,6.961290322580647
1986-08-31,7.387096774193547
1986-09-30,8.933333333333335
1986-10-31,9.683870967741935
1986-11-30,11.793333333333338
1986-12-31,12.935483870967742
1987-01-31,13.23548387096774
1987-02-28,13.88928571428571
1987-03-31,12.61935483870968
1987-04-30,12.250000000000004
1987-05-31,9.806451612903226
1987-06-30,8.273333333333335
1987-07-31,5.983870967741935
1987-08-31,8.022580645161288
1987-09-30,9.81
1987-10-31,10.238709677419354
1987-11-30,13.15
1987-12-31,13.254838709677417
1988-01-31,16.493548387096777
1988-02-29,14.524137931034483
1988-03-31,14.748387096774193
1988-04-30,12.833333333333332
1988-05-31,11.387096774193548
1988-06-30,8.386666666666667
1988-07-31,8.23225806451613
1988-08-31,8.725806451612902
1988-09-30,9.883333333333331
1988-10-31,10.89032258064516
1988-11-30,12.253333333333332
1988-12-31,15.436666666666666
1989-01-31,15.180645161290325
1989-02-28,16.371428571428574
1989-03-31,15.803225806451614
1989-04-30,12.563333333333334
1989-05-31,10.725806451612904
1989-06-30,6.5600000000000005
1989-07-31,6.332258064516127
1989-08-31,6.770967741935483
1989-09-30,8.486666666666668
1989-10-31,9.867741935483872
1989-11-30,12.876666666666667
1989-12-31,13.951612903225802
1990-01-31,15.57741935483871
1990-02-28,15.417857142857144
1990-03-31,14.83548387096774
1990-04-30,13.433333333333332
1990-05-31,9.748387096774193
1990-06-30,7.719999999999999
1990-07-31,8.183870967741935
1990-08-31,7.825806451612902
1990-09-30,9.166666666666666
1990-10-31,11.345161290322583
1990-11-30,12.656666666666666
1990-12-31,14.4
